web-scraper-order,Car Model,Old Price,Price Change,New Price,date_range
1680210890-1801,Peugeot 508 A/T / GT MAX Red Interior 2022,"854,990
EGP","trending_up
+15,000
EGP","869,990
EGP",13/08/2022
1680210890-1802,Peugeot 508 A/T / GT MAX Red Interior 2022,"839,990
EGP","trending_up
+15,000
EGP","854,990
EGP",24/07/2022
1680210890-1803,Peugeot 508 A/T / GT MAX Red Interior 2022,"829,990
EGP","trending_up
+10,000
EGP","839,990
EGP",18/06/2022
1680210890-1804,Peugeot 508 A/T / GT MAX Red Interior 2022,"799,990
EGP","trending_up
+30,000
EGP","829,990
EGP",26/05/2022
1680210890-1805,Peugeot 508 A/T / GT MAX Red Interior 2022,"779,990
EGP","trending_up
+20,000
EGP","799,990
EGP",21/04/2022
1680210890-1806,Peugeot 508 A/T / GT MAX Red Interior 2022,"704,990
EGP","trending_up
+75,000
EGP","779,990
EGP",31/03/2022
1680210890-1807,Peugeot 508 A/T / GT MAX Red Interior 2022,"700,000
 EGP","trending_up
+4,990
EGP","704,990
EGP",7/2/2022
1680210890-1808,Peugeot 508 A/T / GT MAX Red Interior 2022,"695,990
EGP","trending_up
+4,010
EGP","700,000
EGP",13/10/2021
1680210890-1809,Peugeot 2008 A/T / ACTIVE 2022,"499,990
EGP","trending_up
+15,000
EGP","514,990
EGP",13/10/2022
1680210890-1810,Peugeot 2008 A/T / ACTIVE 2022,"479,990
EGP","trending_up
+20,000
EGP","499,990
EGP",4/9/2022
1680210890-1811,Peugeot 2008 A/T / ACTIVE 2022,"469,990
EGP","trending_up
+10,000
EGP","479,990
EGP",13/08/2022
1680210890-1812,Peugeot 2008 A/T / ACTIVE 2022,"459,990
EGP","trending_up
+10,000
EGP","469,990
EGP",24/07/2022
1680210890-1813,Peugeot 2008 A/T / ACTIVE 2022,"452,990
EGP","trending_up
+7,000
EGP","459,990
EGP",18/06/2022
1680210890-1814,Peugeot 2008 A/T / ACTIVE 2022,"432,990
EGP","trending_up
+20,000
EGP","452,990
EGP",26/05/2022
1680210890-1815,Peugeot 2008 A/T / ACTIVE 2022,"417,990
EGP","trending_up
+15,000
EGP","432,990
EGP",21/04/2022
1680210890-1816,Peugeot 2008 A/T / ACTIVE 2022,"372,990
EGP","trending_up
+45,000
EGP","417,990
EGP",31/03/2022
1680210890-1817,Peugeot 2008 A/T / ACTIVE 2022,"363,000
EGP","trending_up
+9,990
EGP","372,990
EGP",7/2/2022
1680210890-1818,Peugeot 2008 A/T / ACTIVE 2022,"356,990
EGP","trending_up
+6,010
EGP","363,000
EGP",13/10/2021
1680210890-1819,Peugeot 2008 A/T / ALLURE 2022,"534,990
EGP","trending_up
+15,000
EGP","549,990
EGP",13/10/2022
1680210890-1820,Peugeot 2008 A/T / ALLURE 2022,"514,990
EGP","trending_up
+20,000
EGP","534,990
EGP",4/9/2022
1680210890-1821,Peugeot 2008 A/T / ALLURE 2022,"504,990
EGP","trending_up
+10,000
EGP","514,990
EGP",13/08/2022
1680210890-1822,Peugeot 2008 A/T / ALLURE 2022,"494,990
EGP","trending_up
+10,000
EGP","504,990
EGP",24/07/2022
1680210890-1823,Peugeot 2008 A/T / ALLURE 2022,"487,990
EGP","trending_up
+7,000
EGP","494,990
EGP",18/06/2022
1680210890-1824,Peugeot 2008 A/T / ALLURE 2022,"467,990
EGP","trending_up
+20,000
EGP","487,990
EGP",26/05/2022
1680210890-1825,Peugeot 2008 A/T / ALLURE 2022,"452,990
EGP","trending_up
+15,000
EGP","467,990
EGP",21/04/2022
1680210890-1826,Peugeot 2008 A/T / ALLURE 2022,"402,990
EGP","trending_up
+50,000
EGP","452,990
EGP",31/03/2022
1680210890-1827,Peugeot 2008 A/T / ALLURE 2022,"400,000
EGP","trending_up
+2,990
EGP","402,990
EGP",7/2/2022
1680210890-1828,Peugeot 2008 A/T / ALLURE 2022,"394,990
EGP","trending_up
+5,010
EGP","400,000
EGP",13/10/2021
1680210890-1829,Peugeot 2008 A/T / GT LINE 2022,"576,990
EGP","trending_up
+15,000
EGP","591,990
EGP",13/10/2022
1680210890-1830,Peugeot 2008 A/T / GT LINE 2022,"556,990
EGP","trending_up
+20,000
EGP","576,990
EGP",4/9/2022
1680210890-1831,Peugeot 2008 A/T / GT LINE 2022,"546,990
EGP","trending_up
+10,000
EGP","556,990
EGP",13/08/2022
1680210890-1832,Peugeot 2008 A/T / GT LINE 2022,"536,990
EGP","trending_up
+10,000
EGP","546,990
EGP",24/07/2022
1680210890-1833,Peugeot 2008 A/T / GT LINE 2022,"529,990
EGP","trending_up
+7,000
EGP","536,990
EGP",18/06/2022
1680210890-1834,Peugeot 2008 A/T / GT LINE 2022,"509,990
EGP","trending_up
+20,000
EGP","529,990
EGP",26/05/2022
1680210890-1835,Peugeot 2008 A/T / GT LINE 2022,"494,990
EGP","trending_up
+15,000
EGP","509,990
EGP",21/04/2022
1680210890-1836,Peugeot 2008 A/T / GT LINE 2022,"439,990
EGP","trending_up
+55,000
EGP","494,990
EGP",31/03/2022
1680210890-1837,Peugeot 2008 A/T / GT LINE 2022,"438,000
EGP","trending_up
+1,990
EGP","439,990
EGP",7/2/2022
1680210890-1838,Peugeot 2008 A/T / GT LINE 2022,"429,990
EGP","trending_up
+8,010
EGP","438,000
EGP",13/10/2021
1680210890-1839,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","704,990
EGP","trending_up
+25,000
EGP","729,990
EGP",13/10/2022
1680210890-1840,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","679,990
EGP","trending_up
+25,000
EGP","704,990
EGP",4/9/2022
1680210890-1841,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","664,990
EGP","trending_up
+15,000
EGP","679,990
EGP",13/08/2022
1680210890-1842,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","649,990
EGP","trending_up
+15,000
EGP","664,990
EGP",24/07/2022
1680210890-1843,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","639,990
EGP","trending_up
+10,000
EGP","649,990
EGP",18/06/2022
1680210890-1844,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","609,990
EGP","trending_up
+30,000
EGP","639,990
EGP",26/05/2022
1680210890-1845,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","588,990
EGP","trending_up
+21,000
EGP","609,990
EGP",21/04/2022
1680210890-1846,"Peugeot 3008 A/T / Active Pack with 10"" touch screen 2022","539,000
EGP","trending_up
+49,990
EGP","588,990
 EGP",31/03/2022
1680210890-1847,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","754,990
EGP","trending_up
+25,000
EGP","779,990
EGP",13/10/2022
1680210890-1848,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","729,990
EGP","trending_up
+25,000
EGP","754,990
EGP",4/9/2022
1680210890-1849,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","714,990
EGP","trending_up
+15,000
EGP","729,990
EGP",13/08/2022
1680210890-1850,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","699,990
EGP","trending_up
+15,000
EGP","714,990
EGP",24/07/2022
1680210890-1851,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","689,990
EGP","trending_up
+10,000
EGP","699,990
EGP",18/06/2022
1680210890-1852,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","659,990
EGP","trending_up
+30,000
EGP","689,990
EGP",26/05/2022
1680210890-1853,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","638,990
EGP","trending_up
+21,000
EGP","659,990
EGP",21/04/2022
1680210890-1854,"Peugeot 3008 A/T / Allure Pack with 10"" touch screen 2022","589,000
EGP","trending_up
+49,990
EGP","638,990
EGP",31/03/2022
1680210890-1855,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","829,990
EGP","trending_up
+25,000
EGP","854,990
EGP",13/10/2022
1680210890-1856,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","804,990
EGP","trending_up
+25,000
EGP","829,990
EGP",4/9/2022
1680210890-1857,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","789,990
EGP","trending_up
+15,000
EGP","804,990
EGP",13/08/2022
1680210890-1858,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","774,990
EGP","trending_up
+15,000
EGP","789,990
EGP",24/07/2022
1680210890-1859,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","764,990
EGP","trending_up
+10,000
EGP","774,990
EGP",18/06/2022
1680210890-1860,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","734,990
EGP","trending_up
+30,000
EGP","764,990
EGP",26/05/2022
1680210890-1861,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","713,990
EGP","trending_up
 +21,000
EGP","734,990
EGP",21/04/2022
1680210890-1862,"Peugeot 3008 A/T / GT with 10"" touch screen 2022","664,000
EGP","trending_up
+49,990
EGP","713,990
EGP",31/03/2022
1680210890-1863,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","834,990
EGP","trending_up
+25,000
EGP","859,990
EGP",13/10/2022
1680210890-1864,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","809,990
EGP","trending_up
+25,000
EGP","834,990
EGP",4/9/2022
1680210890-1865,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","794,990
EGP","trending_up
+15,000
EGP","809,990
EGP",13/08/2022
1680210890-1866,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","779,990
EGP","trending_up
+15,000
EGP","794,990
EGP",24/07/2022
1680210890-1867,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","769,990
EGP","trending_up
+10,000
EGP","779,990
EGP",18/06/2022
1680210890-1868,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","739,990
EGP","trending_up
+30,000
EGP","769,990
EGP",26/05/2022
1680210890-1869,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","718,990
EGP","trending_up
+21,000
EGP","739,990
EGP",21/04/2022
1680210890-1870,"Peugeot 3008 A/T / GT Red interior with 10"" touch screen 2022","669,000
EGP","trending_up
+49,990
EGP","718,990
EGP",31/03/2022
1680210890-1871,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","759,990
EGP","trending_up
+25,000
EGP","784,990
EGP",13/10/2022
1680210890-1872,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","734,990
EGP","trending_up
+25,000
EGP","759,990
EGP",4/9/2022
1680210890-1873,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","719,990
EGP","trending_up
+15,000
EGP","734,990
EGP",13/08/2022
1680210890-1874,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","704,990
EGP","trending_up
+15,000
EGP","719,990
EGP",24/07/2022
1680210890-1875,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","694,990
EGP","trending_up
+10,000
EGP","704,990
EGP",18/06/2022
1680210890-1876,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","664,990
EGP","trending_up
+30,000
EGP","694,990
EGP",26/05/2022
1680210890-1877,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","644,990
EGP","trending_up
+20,000
EGP","664,990
EGP",21/04/2022
1680210890-1878,"Peugeot 5008 A/T / Active Pack with 10"" touch screen 2022","590,000
EGP","trending_up
+54,990
EGP","644,990
EGP",31/03/2022
1680210890-1879,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","809,990
EGP","trending_up
+25,000
EGP","834,990
EGP",13/10/2022
1680210890-1880,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","784,990
EGP","trending_up
+25,000
EGP","809,990
EGP",4/9/2022
1680210890-1881,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","769,990
EGP","trending_up
+15,000
EGP","784,990
EGP",13/08/2022
1680210890-1882,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","754,990
EGP","trending_up
+15,000
EGP","769,990
EGP",24/07/2022
1680210890-1883,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","744,990
EGP","trending_up
+10,000
EGP","754,990
EGP",18/06/2022
1680210890-1884,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","714,990
EGP","trending_up
+30,000
EGP","744,990
EGP",26/05/2022
1680210890-1885,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","694,990
EGP","trending_up
+20,000
EGP","714,990
EGP",21/04/2022
1680210890-1886,"Peugeot 5008 A/T / Allure Pack with 10"" touch screen 2022","640,000
EGP","trending_up
+54,990
EGP","694,990
EGP",31/03/2022
1680210890-1887,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","884,990
EGP","trending_up
+25,000
EGP","909,990
EGP",13/10/2022
1680210890-1888,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","859,990
EGP","trending_up
+25,000
EGP","884,990
EGP",4/9/2022
1680210890-1889,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","844,990
EGP","trending_up
+15,000
EGP","859,990
EGP",13/08/2022
1680210890-1890,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","829,990
EGP","trending_up
+15,000
EGP","844,990
EGP",24/07/2022
1680210890-1891,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","819,990
EGP","trending_up
+10,000
EGP","829,990
EGP",18/06/2022
1680210890-1892,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","789,990
EGP","trending_up
+30,000
EGP","819,990
EGP",26/05/2022
1680210890-1893,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","769,990
EGP","trending_up
+20,000
EGP","789,990
EGP",21/04/2022
1680210890-1894,"Peugeot 5008 A/T / GT black pack with 10"" touch screen 2022","714,000
EGP","trending_up
+55,990
EGP","769,990
EGP",31/03/2022
1680210890-1895,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","894,990
EGP","trending_up
+25,000
EGP","919,990
EGP",13/10/2022
1680210890-1896,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","869,990
EGP","trending_up
+25,000
EGP","894,990
EGP",4/9/2022
1680210890-1897,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","854,990
EGP","trending_up
+15,000
EGP","869,990
EGP",13/08/2022
1680210890-1898,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","839,990
EGP","trending_up
+15,000
EGP","854,990
EGP",24/07/2022
1680210890-1899,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","829,990
EGP","trending_up
+10,000
EGP","839,990
EGP",18/06/2022
1680210890-1900,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","799,990
EGP","trending_up
+30,000
EGP","829,990
EGP",26/05/2022
1680210890-1901,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","777,990
EGP","trending_up
+22,000
EGP","799,990
EGP",21/04/2022
1680210890-1902,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","724,000
EGP","trending_up
+53,990
EGP","777,990
EGP",31/03/2022
1680210890-1903,"Peugeot 5008 A/T / GT Red interior with 10"" touch screen 2022","725,000
EGP","trending_down
-1,000
EGP","724,000
EGP",26/12/2021
1680210890-1904,Skoda Scala A/T / Ambition 2022,"700,000
EGP","trending_up
+100,000
EGP","800,000
EGP",14/12/2022
1680210890-1905,Skoda Scala A/T / Ambition 2022,"465,000
EGP","trending_up
+235,000
EGP","700,000
EGP",5/12/2022
1680210890-1906,Skoda Scala A/T / Ambition 2022,"370,000
EGP","trending_up
+95,000
EGP","465,000
EGP",9/5/2022
1680210890-1907,Skoda Scala A/T / Ambition 2022,"365,000
EGP","trending_up
+5,000
EGP","370,000
EGP",2/1/2022
1680210890-1908,Skoda Scala A/T / Style 2022,"800,000
EGP","trending_up
+100,000
EGP","900,000
EGP",14/12/2022
1680210890-1909,Skoda Scala A/T / Style 2022,"550,000
EGP","trending_up
+250,000
EGP","800,000
EGP",5/12/2022
1680210890-1910,Skoda Scala A/T / Style 2022,"440,000
EGP","trending_up
+110,000
EGP","550,000
EGP",9/5/2022
1680210890-1911,Skoda Scala A/T / Style 2022,"435,000
EGP","trending_up
+5,000
EGP","440,000
EGP",2/1/2022
1680210890-1912,Skoda Kamiq A/T / Ambition 2022,"750,000
EGP","trending_up
+100,000
EGP","850,000
EGP",14/12/2022
1680210890-1913,Skoda Kamiq A/T / Ambition 2022,"515,000
EGP","trending_up
+235,000
EGP","750,000
EGP",5/12/2022
1680210890-1914,Skoda Kamiq A/T / Ambition 2022,"405,000
EGP","trending_up
+110,000
EGP","515,000
EGP",9/5/2022
1680210890-1915,Skoda Kamiq A/T / Ambition 2022,"400,000
EGP","trending_up
+5,000
EGP","405,000
EGP",28/02/2022
1680210890-1916,Skoda Kamiq A/T / Ambition 2022,"390,000
EGP","trending_up
+10,000
EGP","400,000
EGP",2/1/2022
1680210890-1917,Skoda Kamiq A/T / Style 2022,"850,000
EGP","trending_up
+100,000
EGP","950,000
EGP",14/12/2022
1680210890-1918,Skoda Kamiq A/T / Style 2022,"600,000
EGP","trending_up
+250,000
EGP","850,000
EGP",5/12/2022
1680210890-1919,Skoda Kamiq A/T / Style 2022,"470,000
EGP","trending_up
+130,000
EGP","600,000
EGP",9/5/2022
1680210890-1920,Skoda Kamiq A/T / Style 2022,"465,000
EGP","trending_up
+5,000
EGP","470,000
EGP",28/02/2022
